 -0.3024983E+00 -0.4262522E-07
 -0.2533054E+00 -0.3567678E-07
 -0.2450226E+00 -0.3519398E-07
 -0.2450543E+00 -0.3606590E-07
 -0.2474750E+00 -0.3736814E-07
 -0.2504005E+00 -0.3880749E-07
 -0.2531282E+00 -0.4027448E-07
 -0.2553995E+00 -0.4172530E-07
 -0.2570689E+00 -0.4313350E-07
 -0.2583458E+00 -0.4452981E-07
 -0.2593811E+00 -0.4593785E-07
 -0.2602200E+00 -0.4736507E-07
 -0.2609124E+00 -0.4882071E-07
 -0.2615131E+00 -0.5031565E-07
 -0.2620351E+00 -0.5185345E-07
 -0.2624751E+00 -0.5343485E-07
 -0.2628506E+00 -0.5506395E-07
 -0.2631857E+00 -0.5674814E-07
 -0.2634850E+00 -0.5848999E-07
 -0.2637426E+00 -0.6029062E-07
 -0.2639649E+00 -0.6215423E-07
 -0.2641671E+00 -0.6408603E-07
 -0.2643500E+00 -0.6608936E-07
 -0.2645022E+00 -0.6816440E-07
 -0.2646518E+00 -0.7032197E-07
 -0.2647742E+00 -0.7255887E-07
 -0.2648918E+00 -0.7488460E-07
 -0.2649964E+00 -0.7730121E-07
 -0.2650882E+00 -0.7981263E-07
 -0.2651733E+00 -0.8242542E-07
 -0.2652503E+00 -0.8514381E-07
 -0.2653185E+00 -0.8797281E-07
 -0.2653835E+00 -0.9091924E-07
 -0.2654409E+00 -0.9398787E-07
 -0.2654932E+00 -0.9718545E-07
 -0.2655456E+00 -0.1005206E-06
 -0.2655872E+00 -0.1039953E-06
 -0.2656251E+00 -0.1076205E-06
 -0.2656681E+00 -0.1114073E-06
 -0.2656969E+00 -0.1153552E-06
 -0.2657324E+00 -0.1194835E-06
 -0.2657643E+00 -0.1237951E-06
 -0.2657886E+00 -0.1282997E-06
 -0.2658133E+00 -0.1330107E-06
 -0.2658361E+00 -0.1379390E-06
 -0.2658575E+00 -0.1430956E-06
 -0.2658773E+00 -0.1484945E-06
 -0.2658953E+00 -0.1541488E-06
 -0.2659119E+00 -0.1600721E-06
 -0.2659269E+00 -0.1662820E-06
 -0.2659413E+00 -0.1727940E-06
 -0.2659548E+00 -0.1796254E-06
 -0.2659670E+00 -0.1867957E-06
 -0.2659775E+00 -0.1943249E-06
 -0.2659881E+00 -0.2022348E-06
 -0.2659972E+00 -0.2105490E-06
 -0.2660057E+00 -0.2192912E-06
 -0.2660130E+00 -0.2284890E-06
 -0.2660200E+00 -0.2381702E-06
 -0.2660257E+00 -0.2483655E-06
 -0.2660311E+00 -0.2591080E-06
 -0.2660357E+00 -0.2704333E-06
 -0.2660397E+00 -0.2823797E-06
 -0.2660425E+00 -0.2949867E-06
 -0.2660457E+00 -0.3082989E-06
 -0.2660485E+00 -0.3223622E-06
 -0.2660494E+00 -0.3372307E-06
 -0.2660506E+00 -0.3529574E-06
 -0.2660514E+00 -0.3696014E-06
 -0.2660512E+00 -0.3872283E-06
 -0.2660502E+00 -0.4059072E-06
 -0.2660494E+00 -0.4257113E-06
 -0.2660476E+00 -0.4467241E-06
 -0.2660451E+00 -0.4690328E-06
 -0.2660423E+00 -0.4927311E-06
 -0.2660392E+00 -0.5179259E-06
 -0.2660347E+00 -0.5447259E-06
 -0.2660308E+00 -0.5732602E-06
 -0.2660254E+00 -0.6036533E-06
 -0.2660192E+00 -0.6360552E-06
 -0.2660141E+00 -0.6706239E-06
 -0.2660070E+00 -0.7075244E-06
 -0.2659991E+00 -0.7469500E-06
 -0.2659916E+00 -0.7891031E-06
 -0.2659825E+00 -0.8342063E-06
 -0.2659737E+00 -0.8825056E-06
 -0.2659629E+00 -0.9342659E-06
 -0.2659521E+00 -0.9897733E-06
 -0.2659418E+00 -0.1049356E-05
 -0.2659270E+00 -0.1113356E-05
 -0.2659142E+00 -0.1182155E-05
 -0.2659003E+00 -0.1256178E-05
 -0.2658842E+00 -0.1335877E-05
 -0.2658683E+00 -0.1421760E-05
 -0.2658512E+00 -0.1514368E-05
 -0.2658314E+00 -0.1614297E-05
 -0.2658133E+00 -0.1722226E-05
 -0.2657915E+00 -0.1838834E-05
 -0.2657685E+00 -0.1964923E-05
 -0.2657460E+00 -0.2101346E-05
 -0.2657193E+00 -0.2248991E-05
 -0.2656923E+00 -0.2408883E-05
 -0.2656641E+00 -0.2582070E-05
 -0.2656319E+00 -0.2769683E-05
 -0.2655995E+00 -0.2972998E-05
 -0.2655643E+00 -0.3193369E-05
 -0.2655260E+00 -0.3432368E-05
 -0.2654844E+00 -0.3691965E-05
 -0.2654414E+00 -0.3974983E-05
 -0.2653941E+00 -0.4286077E-05
 -0.2653445E+00 -0.4634031E-05
 -0.2652898E+00 -0.5037301E-05
 -0.2652324E+00 -0.5539478E-05
 -0.2651663E+00 -0.3718346E-05
 -0.2650936E+00 -0.2791743E-05
 -0.2650142E+00 -0.2201946E-05
 -0.2649272E+00 -0.1630907E-05
 -0.2648308E+00 -0.9007333E-06
 -0.2647249E+00  0.8745006E-07
 -0.2646074E+00  0.1413496E-05
 -0.2644835E+00  0.3680076E-06
 -0.2643502E+00 -0.1294945E-05
 -0.2642074E+00 -0.2137795E-05
 -0.2640524E+00 -0.1451442E-05
 -0.2638800E+00  0.9831884E-06
 -0.2636859E+00  0.5050815E-05
 -0.2634650E+00  0.1040335E-04
 -0.2632118E+00  0.1650620E-04
 -0.2629224E+00  0.2182382E-04
 -0.2626091E+00  0.2205591E-04
 -0.2622633E+00  0.2447064E-04
 -0.2618733E+00  0.3138693E-04
 -0.2614233E+00  0.4207706E-04
 -0.2608935E+00  0.5375779E-04
 -0.2602645E+00  0.6209093E-04
 -0.2595479E+00  0.5977725E-04
 -0.2587340E+00  0.5395581E-04
 -0.2577796E+00  0.4861662E-04
 -0.2566316E+00  0.3352138E-04
 -0.2552296E+00 -0.1083392E-04
 -0.2535870E+00 -0.1016024E-03
 -0.2516299E+00 -0.2369009E-03
 -0.2492272E+00 -0.4469984E-03
 -0.2462403E+00 -0.7968068E-03
 -0.2427084E+00 -0.1348206E-02
 -0.2383206E+00 -0.2162870E-02
 -0.2326892E+00 -0.3397024E-02
 -0.2254472E+00 -0.5236316E-02
 -0.2157453E+00 -0.7937254E-02
 -0.2028470E+00 -0.1189969E-01
 -0.1857433E+00 -0.1767374E-01
 -0.1628534E+00 -0.2609351E-01
 -0.1309178E+00 -0.3835558E-01
 -0.8318506E-01 -0.5613108E-01
 -0.2445479E+00 -0.1651139E+00
 -0.3913600E+00 -0.2645145E+00
 -0.5150435E+00 -0.3485044E+00
 -0.6084485E+00 -0.4121837E+00
 -0.6662976E+00 -0.4517990E+00
 -0.6854530E+00 -0.4651433E+00
 -0.6649519E+00 -0.4514066E+00
 -0.6060661E+00 -0.4114136E+00
 -0.5121340E+00 -0.3475870E+00
 -0.3885389E+00 -0.2636809E+00
 -0.2424581E+00 -0.1645519E+00
 -0.8239384E-01 -0.5593824E-01
 -0.1279514E+00 -0.3760887E-01
 -0.1574502E+00 -0.2523008E-01
 -0.1782167E+00 -0.1691311E-01
 -0.1936296E+00 -0.1130323E-01
 -0.2054341E+00 -0.7518730E-02
 -0.2146894E+00 -0.4963372E-02
 -0.2220906E+00 -0.3224801E-02
 -0.2280944E+00 -0.2054763E-02
 -0.2329969E+00 -0.1281356E-02
 -0.2368413E+00 -0.7585099E-03
 -0.2398958E+00 -0.4271532E-03
 -0.2423134E+00 -0.2275556E-03
 -0.2442178E+00 -0.9689136E-04
 -0.2458279E+00 -0.9658576E-05
 -0.2472012E+00  0.3277282E-04
 -0.2483222E+00  0.4708483E-04
 -0.2492497E+00  0.5210797E-04
 -0.2500395E+00  0.5776093E-04
 -0.2507316E+00  0.6012205E-04
 -0.2513381E+00  0.5190975E-04
 -0.2518481E+00  0.4051979E-04
 -0.2522821E+00  0.3018122E-04
 -0.2526575E+00  0.2351997E-04
 -0.2529902E+00  0.2119729E-04
 -0.2532930E+00  0.2095397E-04
 -0.2535710E+00  0.1575260E-04
 -0.2538161E+00  0.9891622E-05
 -0.2540284E+00  0.4776376E-05
 -0.2542158E+00  0.8986786E-06
 -0.2543809E+00 -0.1426807E-05
 -0.2545311E+00 -0.2077076E-05
 -0.2546681E+00 -0.1258061E-05
 -0.2547960E+00  0.3470138E-06
 -0.2549155E+00  0.1358246E-05
 -0.2550299E+00  0.8094241E-07
