  0.6922681E-06  0.1336524E-05
  0.4120965E-06  0.6827980E-06
  0.3299828E-06  0.4755171E-06
  0.2982091E-06  0.3851454E-06
  0.2868096E-06  0.3434768E-06
  0.2851358E-06  0.3256396E-06
  0.2883436E-06  0.3200065E-06
  0.2941939E-06  0.3210170E-06
  0.3015883E-06  0.3258730E-06
  0.3099271E-06  0.3329821E-06
  0.3188966E-06  0.3414761E-06
  0.3283228E-06  0.3508512E-06
  0.3381394E-06  0.3608869E-06
  0.3483129E-06  0.3714448E-06
  0.3588329E-06  0.3824499E-06
  0.3697070E-06  0.3938860E-06
  0.3809540E-06  0.4057605E-06
  0.3925899E-06  0.4180764E-06
  0.4046296E-06  0.4308345E-06
  0.4170986E-06  0.4440629E-06
  0.4300182E-06  0.4577823E-06
  0.4434133E-06  0.4720166E-06
  0.4573079E-06  0.4867881E-06
  0.4717261E-06  0.5021218E-06
  0.4866974E-06  0.5180507E-06
  0.5022483E-06  0.5345984E-06
  0.5184079E-06  0.5517991E-06
  0.5352088E-06  0.5696833E-06
  0.5526794E-06  0.5882844E-06
  0.5708584E-06  0.6076426E-06
  0.5897781E-06  0.6277917E-06
  0.6094767E-06  0.6487721E-06
  0.6299963E-06  0.6706279E-06
  0.6513756E-06  0.6934026E-06
  0.6736617E-06  0.7171447E-06
  0.6969016E-06  0.7419036E-06
  0.7211440E-06  0.7677340E-06
  0.7464426E-06  0.7946887E-06
  0.7728514E-06  0.8228306E-06
  0.8004327E-06  0.8522214E-06
  0.8292481E-06  0.8829305E-06
  0.8593656E-06  0.9150278E-06
  0.8908566E-06  0.9485915E-06
  0.9237978E-06  0.9837008E-06
  0.9582661E-06  0.1020440E-05
  0.9943518E-06  0.1058907E-05
  0.1032145E-05  0.1099194E-05
  0.1071744E-05  0.1141408E-05
  0.1113254E-05  0.1185660E-05
  0.1156784E-05  0.1232071E-05
  0.1202456E-05  0.1280763E-05
  0.1250393E-05  0.1331875E-05
  0.1300737E-05  0.1385556E-05
  0.1353630E-05  0.1441956E-05
  0.1409227E-05  0.1501241E-05
  0.1467700E-05  0.1563597E-05
  0.1529220E-05  0.1629205E-05
  0.1593987E-05  0.1698278E-05
  0.1662207E-05  0.1771034E-05
  0.1734098E-05  0.1847712E-05
  0.1809906E-05  0.1928569E-05
  0.1889880E-05  0.2013874E-05
  0.1974300E-05  0.2103924E-05
  0.2063467E-05  0.2199039E-05
  0.2157702E-05  0.2299563E-05
  0.2257352E-05  0.2405871E-05
  0.2362788E-05  0.2518356E-05
  0.2474427E-05  0.2637458E-05
  0.2592692E-05  0.2763634E-05
  0.2718082E-05  0.2897418E-05
  0.2851090E-05  0.3039333E-05
  0.2992291E-05  0.3189992E-05
  0.3142287E-05  0.3350044E-05
  0.3301735E-05  0.3520182E-05
  0.3471366E-05  0.3701190E-05
  0.3651953E-05  0.3893893E-05
  0.3844350E-05  0.4099207E-05
  0.4049502E-05  0.4318125E-05
  0.4268407E-05  0.4551729E-05
  0.4502194E-05  0.4801213E-05
  0.4752074E-05  0.5067874E-05
  0.5019380E-05  0.5353130E-05
  0.5305591E-05  0.5658562E-05
  0.5612291E-05  0.5985862E-05
  0.5941276E-05  0.6336925E-05
  0.6294477E-05  0.6713837E-05
  0.6674038E-05  0.7118869E-05
  0.7082348E-05  0.7554562E-05
  0.7522014E-05  0.8023695E-05
  0.7995924E-05  0.8529356E-05
  0.8507315E-05  0.9074985E-05
  0.9059732E-05  0.9664337E-05
  0.9657139E-05  0.1030165E-04
  0.1030394E-04  0.1099161E-04
  0.1100506E-04  0.1173944E-04
