 -0.6816723E-01 -0.1083594E-08
 -0.1284197E-01 -0.1066146E-08
  0.1798397E-01 -0.1078277E-08
  0.3866909E-01 -0.1080216E-08
  0.5894824E-01 -0.1085876E-08
  0.8624586E-01 -0.1091645E-08
 -0.1053688E+01 -0.9628800E-09
  0.5424787E-01 -0.1066639E-08
  0.5777331E-01 -0.1069658E-08
  0.6143269E-01 -0.1109831E-08
  0.7061630E-01 -0.1347982E-08
  0.2097230E+00 -0.1345896E-08
  0.3469777E+00 -0.1346939E-08
  0.4815500E+00 -0.1348495E-08
  0.6129588E+00 -0.1351485E-08
  0.7416477E+00 -0.1354779E-08
  0.8657889E+00 -0.1354631E-08
  0.9846433E+00 -0.1353543E-08
  0.1100465E+01 -0.1354775E-08
  0.1211541E+01 -0.1355708E-08
  0.1315794E+01 -0.1356841E-08
  0.1416036E+01 -0.1358750E-08
  0.1509966E+01 -0.1358444E-08
  0.1595333E+01 -0.1361200E-08
  0.1675955E+01 -0.1360660E-08
  0.1749078E+01 -0.1361648E-08
  0.1812268E+01 -0.1363875E-08
  0.1870156E+01 -0.1363623E-08
  0.1919668E+01 -0.1365490E-08
  0.1958315E+01 -0.1366605E-08
  0.1991337E+01 -0.1365431E-08
  0.2015370E+01 -0.1367985E-08
  0.2028035E+01 -0.1368621E-08
  0.2034961E+01 -0.1368108E-08
  0.2032615E+01 -0.1369239E-08
  0.2018775E+01 -0.1368394E-08
  0.1999292E+01 -0.1368194E-08
  0.1970614E+01 -0.1367781E-08
  0.1930762E+01 -0.1368218E-08
  0.1885579E+01 -0.1367696E-08
  0.1831617E+01 -0.1368417E-08
  0.1767220E+01 -0.1366876E-08
  0.1697991E+01 -0.1367223E-08
  0.1620720E+01 -0.1366412E-08
  0.1534161E+01 -0.1363808E-08
  0.1443490E+01 -0.1363922E-08
  0.1345838E+01 -0.1365639E-08
  0.1240437E+01 -0.1361222E-08
  0.1131800E+01 -0.1362261E-08
  0.1017546E+01 -0.1360598E-08
  0.8974121E+00 -0.1359468E-08
  0.7750722E+00 -0.1358217E-08
  0.6487388E+00 -0.1357199E-08
  0.5186495E+00 -0.1354101E-08
  0.3874916E+00 -0.1352471E-08
  0.2541282E+00 -0.1352166E-08
  0.1192690E+00 -0.1348991E-08
 -0.1550624E-01 -0.1347803E-08
 -0.1505478E+00 -0.1347031E-08
 -0.2847421E+00 -0.1343560E-08
 -0.4176799E+00 -0.1341036E-08
 -0.5489683E+00 -0.1340619E-08
 -0.6771540E+00 -0.1335304E-08
 -0.8030239E+00 -0.1335246E-08
 -0.9253929E+00 -0.1333346E-08
 -0.1042503E+01 -0.1330778E-08
 -0.1156320E+01 -0.1328285E-08
 -0.1264992E+01 -0.1326868E-08
 -0.1366436E+01 -0.1323969E-08
 -0.1463665E+01 -0.1320974E-08
 -0.1554348E+01 -0.1319207E-08
 -0.1636233E+01 -0.1317686E-08
 -0.1713269E+01 -0.1315197E-08
 -0.1782609E+01 -0.1315085E-08
 -0.1841879E+01 -0.1312413E-08
 -0.1895808E+01 -0.1310870E-08
 -0.1941247E+01 -0.1310723E-08
 -0.1975759E+01 -0.1307998E-08
 -0.2004723E+01 -0.1308567E-08
 -0.2024869E+01 -0.1308892E-08
 -0.2034989E+01 -0.1307100E-08
 -0.2042584E+01 -0.1312052E-08
 -0.2035354E+01 -0.1315282E-08
 -0.2018606E+01 -0.1317784E-08
 -0.1993203E+01 -0.1316944E-08
 -0.1959418E+01 -0.1317697E-08
 -0.1917073E+01 -0.1318362E-08
 -0.1866235E+01 -0.1318583E-08
 -0.1807156E+01 -0.1320569E-08
 -0.1740172E+01 -0.1321265E-08
 -0.1665613E+01 -0.1321804E-08
 -0.1583790E+01 -0.1323686E-08
 -0.1495025E+01 -0.1323804E-08
 -0.1399656E+01 -0.1326332E-08
 -0.1298105E+01 -0.1329379E-08
 -0.1190906E+01 -0.1329026E-08
 -0.1078474E+01 -0.1330692E-08
 -0.9611450E+00 -0.1332670E-08
 -0.8394607E+00 -0.1336816E-08
 -0.7140644E+00 -0.1336282E-08
 -0.5846931E+00 -0.1334389E-08
 -0.4542067E+00 -0.1330483E-08
 -0.3246192E+00 -0.1334614E-08
 -0.1950427E+00 -0.1340642E-08
 -0.6552137E-01 -0.1349257E-08
 -0.4951134E-01 -0.1102555E-08
 -0.4215713E-01 -0.1060038E-08
 -0.3748847E-01 -0.1056377E-08
 -0.3402468E-01 -0.1057871E-08
 -0.3113400E-01 -0.1056284E-08
 -0.2782176E-01 -0.1055792E-08
 -0.2419232E-01 -0.1052927E-08
 -0.1487002E-01 -0.1042222E-08
  0.1153898E-01 -0.1026156E-08
  0.6186054E-01 -0.1034787E-08
  0.1929493E+00 -0.9972280E-09
 -0.1042783E+01 -0.9783598E-09
  0.4463103E+00 -0.8864351E-09
  0.5626466E+00 -0.8485504E-09
  0.6478711E+00 -0.8214285E-09
  0.7005345E+00 -0.8038829E-09
  0.7194203E+00 -0.7979967E-09
  0.7024550E+00 -0.8048130E-09
  0.6519194E+00 -0.8233226E-09
  0.5752314E+00 -0.8518004E-09
  0.4753882E+00 -0.8884010E-09
  0.3545110E+00 -0.9341081E-09
  0.2185248E+00 -0.9855807E-09
  0.7379866E-01 -0.1037929E-08
 -0.7380316E-01 -0.1094063E-08
 -0.2185339E+00 -0.1147409E-08
 -0.3546432E+00 -0.1198142E-08
 -0.4765109E+00 -0.1243501E-08
 -0.5785972E+00 -0.1280228E-08
 -0.6557594E+00 -0.1308064E-08
 -0.7033424E+00 -0.1326898E-08
 -0.7174442E+00 -0.1330385E-08
 -0.6981606E+00 -0.1321985E-08
 -0.6506116E+00 -0.1304518E-08
 -0.5763221E+00 -0.1277491E-08
 -0.4749240E+00 -0.1239436E-08
 -0.3509310E+00 -0.1192257E-08
 -0.2108153E+00 -0.1139456E-08
 -0.5584528E+00 -0.9900376E-09
 -0.5051550E+00 -0.1041592E-08
  0.1073360E+00 -0.1087216E-08
  0.1629094E+00 -0.1099927E-08
  0.2261592E+00 -0.1105342E-08
  0.1691795E+00 -0.1072318E-08
