  0.1130242E-05  0.1512939E-05
  0.5220304E-06  0.6482981E-06
  0.3228122E-06  0.3598090E-06
  0.2321422E-06  0.2254452E-06
  0.1872562E-06  0.1565604E-06
  0.1650060E-06  0.1202379E-06
  0.1544410E-06  0.1008018E-06
  0.1502523E-06  0.9059011E-07
  0.1497407E-06  0.8568703E-07
  0.1513457E-06  0.8380918E-07
  0.1542061E-06  0.8368656E-07
  0.1578109E-06  0.8456051E-07
  0.1619294E-06  0.8607922E-07
  0.1664090E-06  0.8800620E-07
  0.1711592E-06  0.9019610E-07
  0.1761495E-06  0.9259428E-07
  0.1813742E-06  0.9517937E-07
  0.1868210E-06  0.9792328E-07
  0.1924774E-06  0.1007960E-06
  0.1983562E-06  0.1038059E-06
  0.2044663E-06  0.1069547E-06
  0.2108145E-06  0.1102416E-06
  0.2174089E-06  0.1136667E-06
  0.2242604E-06  0.1172347E-06
  0.2313833E-06  0.1209533E-06
  0.2387868E-06  0.1248238E-06
  0.2464875E-06  0.1288569E-06
  0.2544976E-06  0.1330554E-06
  0.2628316E-06  0.1374294E-06
  0.2715080E-06  0.1419871E-06
  0.2805431E-06  0.1467375E-06
  0.2899531E-06  0.1516890E-06
  0.2997585E-06  0.1568506E-06
  0.3099798E-06  0.1622359E-06
  0.3206379E-06  0.1678535E-06
  0.3317559E-06  0.1737172E-06
  0.3433564E-06  0.1798391E-06
  0.3554672E-06  0.1862326E-06
  0.3681128E-06  0.1929124E-06
  0.3813228E-06  0.1998926E-06
  0.3951298E-06  0.2071927E-06
  0.4095649E-06  0.2148276E-06
  0.4246625E-06  0.2228170E-06
  0.4404594E-06  0.2311790E-06
  0.4569940E-06  0.2399364E-06
  0.4743120E-06  0.2491115E-06
  0.4924527E-06  0.2587271E-06
  0.5114664E-06  0.2688100E-06
  0.5314031E-06  0.2793872E-06
  0.5523174E-06  0.2904871E-06
  0.5742693E-06  0.3021424E-06
  0.5973162E-06  0.3143864E-06
  0.6215280E-06  0.3272525E-06
  0.6469751E-06  0.3407826E-06
  0.6737325E-06  0.3550140E-06
  0.7018831E-06  0.3699934E-06
  0.7315102E-06  0.3857671E-06
  0.7627141E-06  0.4023860E-06
  0.7955924E-06  0.4199050E-06
  0.8302535E-06  0.4383829E-06
  0.8668170E-06  0.4578828E-06
  0.9054036E-06  0.4784717E-06
  0.9461525E-06  0.5002249E-06
  0.9892107E-06  0.5232199E-06
  0.1034733E-05  0.5475428E-06
  0.1082892E-05  0.5732873E-06
  0.1133866E-05  0.6005494E-06
  0.1187863E-05  0.6294416E-06
  0.1245092E-05  0.6600765E-06
  0.1305793E-05  0.6925861E-06
  0.1370212E-05  0.7271042E-06
  0.1438635E-05  0.7637838E-06
  0.1511349E-05  0.8027809E-06
  0.1588686E-05  0.8442810E-06
  0.1671001E-05  0.8884697E-06
  0.1758676E-05  0.9355596E-06
  0.1852133E-05  0.9857752E-06
  0.1951836E-05  0.1039377E-05
  0.2058282E-05  0.1096627E-05
  0.2172024E-05  0.1157833E-05
  0.2293659E-05  0.1223311E-05
  0.2423857E-05  0.1293435E-05
  0.2563343E-05  0.1368589E-05
  0.2712899E-05  0.1449208E-05
  0.2873419E-05  0.1535772E-05
  0.3045863E-05  0.1628801E-05
  0.3231289E-05  0.1728882E-05
  0.3430888E-05  0.1836648E-05
  0.3645965E-05  0.1952814E-05
  0.3877943E-05  0.2078157E-05
  0.4128439E-05  0.2213548E-05
  0.4399220E-05  0.2359950E-05
  0.4692270E-05  0.2518439E-05
  0.5009768E-05  0.2690196E-05
  0.5354201E-05  0.2876562E-05
  0.5728279E-05  0.3079025E-05
  0.6135087E-05  0.3299225E-05
  0.6578047E-05  0.3539027E-05
  0.7061044E-05  0.3800532E-05
  0.7588407E-05  0.4086064E-05
  0.8165008E-05  0.4398257E-05
  0.8796392E-05  0.4740076E-05
  0.9488794E-05  0.5114887E-05
  0.1024925E-04  0.5526444E-05
  0.1108581E-04  0.5979056E-05
  0.1200762E-04  0.6477619E-05
  0.1302504E-04  0.7027629E-05
  0.1414999E-04  0.7635405E-05
  0.1539606E-04  0.8308175E-05
  0.1677885E-04  0.9054131E-05
  0.1831638E-04  0.9882769E-05
  0.2002927E-04  0.1080486E-04
  0.2194154E-04  0.1183292E-04
  0.2408089E-04  0.1298133E-04
  0.2647965E-04  0.1426673E-04
  0.2917534E-04  0.1570837E-04
  0.3221196E-04  0.1732860E-04
  0.3564091E-04  0.1915339E-04
  0.3952294E-04  0.2121304E-04
  0.4392931E-04  0.2354277E-04
  0.4894468E-04  0.2618401E-04
  0.5466936E-04  0.2918497E-04
  0.6122272E-04  0.3260209E-04
  0.6874739E-04  0.3650150E-04
  0.7741443E-04  0.4096033E-04
  0.8742890E-04  0.4606828E-04
  0.9903796E-04  0.5192910E-04
  0.1125395E-03  0.5866142E-04
  0.1282933E-03  0.6639873E-04
  0.1467336E-03  0.7528711E-04
  0.1683849E-03  0.8547986E-04
  0.1938787E-03  0.9712490E-04
  0.2239730E-03  0.1103431E-03
  0.2595768E-03  0.1251909E-03
  0.3017799E-03  0.1416024E-03
  0.3519038E-03  0.1593055E-03
  0.4116024E-03  0.1777165E-03
  0.4830933E-03  0.1958428E-03
  0.5697345E-03  0.2122569E-03
  0.6774785E-03  0.2253215E-03
  0.8189281E-03  0.2339750E-03
  0.4768961E-03  0.2164886E-03
  0.4038174E-03  0.2149721E-03
  0.2307704E-03  0.2237493E-03
 -0.2459793E-03  0.2102888E-03
  0.8234571E-05  0.3683820E-03
 -0.1150793E-02  0.8824308E-03
 -0.8308953E-03  0.2201471E-02
  0.7949256E-03  0.6951686E-02
  0.1577717E-01  0.2043721E-01
  0.5747195E-01  0.6763192E-01
  0.2157677E+00  0.2200339E+00
  0.7674313E+00  0.7179397E+00
  0.2569238E+01  0.2386689E+01
  0.2765343E+01  0.2681579E+01
  0.2852915E+01  0.2134532E+01
  0.1897238E+01  0.3444843E+00
 -0.4342685E+00 -0.1036596E+01
 -0.2293006E+01 -0.5036149E+00
 -0.1947298E+01  0.3975156E+00
 -0.9058844E+00 -0.2909166E+00
 -0.1047992E+01 -0.1328036E+01
 -0.1400022E+01 -0.9842331E+00
 -0.6039376E+00  0.1349056E+00
  0.8811995E+00  0.8516804E+00
  0.1925344E+01  0.1035665E+01
  0.5798999E+00  0.3156476E+00
  0.1599914E+00  0.1094409E+00
  0.4168577E-01  0.3937108E-01
  0.1210673E-01  0.1289519E-01
 -0.2144923E-03  0.7387115E-02
 -0.6860777E-03  0.3154042E-02
 -0.1071378E-02  0.1876179E-02
 -0.9851436E-04  0.5138305E-03
 -0.2552657E-03  0.5959056E-03
 -0.1285969E-03  0.1533224E-03
 -0.1209954E-03 -0.3924761E-04
 -0.3182288E-03 -0.2543065E-03
 -0.1094897E-02 -0.1117181E-02
 -0.8793374E-03 -0.8650138E-03
 -0.7213610E-03 -0.6879175E-03
 -0.6006272E-03 -0.5579143E-03
 -0.5058454E-03 -0.4596260E-03
 -0.4299085E-03 -0.3835506E-03
 -0.3680807E-03 -0.3234880E-03
 -0.3170855E-03 -0.2752595E-03
 -0.2745843E-03 -0.2359728E-03
 -0.2388661E-03 -0.2035862E-03
 -0.2086408E-03 -0.1766174E-03
 -0.1829152E-03 -0.1539690E-03
 -0.1609112E-03 -0.1348122E-03
 -0.1420072E-03 -0.1185072E-03
 -0.1257034E-03 -0.1045543E-03
 -0.1115911E-03 -0.9255646E-04
 -0.9933530E-04 -0.8219520E-04
 -0.8865835E-04 -0.7321175E-04
 -0.7932937E-04 -0.6539462E-04
 -0.7115498E-04 -0.5856901E-04
 -0.6397287E-04 -0.5259025E-04
 -0.5764622E-04 -0.4733762E-04
 -0.5205891E-04 -0.4270958E-04
 -0.4711276E-04 -0.3862084E-04
 -0.4272370E-04 -0.3499909E-04
 -0.3882021E-04 -0.3178291E-04
 -0.3534077E-04 -0.2892009E-04
 -0.3223280E-04 -0.2636590E-04
 -0.2945077E-04 -0.2408203E-04
 -0.2695544E-04 -0.2203537E-04
 -0.2471299E-04 -0.2019763E-04
 -0.2269384E-04 -0.1854405E-04
 -0.2087252E-04 -0.1705340E-04
 -0.1922659E-04 -0.1570701E-04
 -0.1773662E-04 -0.1448877E-04
 -0.1638552E-04 -0.1338452E-04
 -0.1515836E-04 -0.1238190E-04
 -0.1404200E-04 -0.1147009E-04
 -0.1302484E-04 -0.1063950E-04
 -0.1209663E-04 -0.9881727E-05
 -0.1124843E-04 -0.9189370E-05
 -0.1047211E-04 -0.8555775E-05
 -0.9760736E-05 -0.7975244E-05
 -0.9107867E-05 -0.7442531E-05
 -0.8508010E-05 -0.6953054E-05
 -0.7956063E-05 -0.6502722E-05
 -0.7447621E-05 -0.6087882E-05
 -0.6978677E-05 -0.5705273E-05
 -0.6545645E-05 -0.5351955E-05
 -0.6145324E-05 -0.5025310E-05
 -0.5774813E-05 -0.4722972E-05
 -0.5431522E-05 -0.4442843E-05
 -0.5113114E-05 -0.4182995E-05
 -0.4817473E-05 -0.3941710E-05
