 -0.2282486E+00 -0.4442759E-04
 -0.1583896E+00 -0.3135700E-04
 -0.1228356E+00 -0.2478514E-04
 -0.9785248E-01 -0.2016793E-04
 -0.8824691E-01 -0.1835131E-04
 -0.8475238E-01 -0.1759037E-04
  0.7301230E+00  0.1254748E-03
 -0.2844106E-01 -0.7487159E-05
 -0.2373799E-01 -0.6609675E-05
 -0.1864452E-01 -0.5728980E-05
 -0.8509498E-02 -0.4270651E-05
 -0.2615254E-01 -0.6331121E-05
 -0.4351627E-01 -0.8368163E-05
 -0.6063369E-01 -0.1038017E-04
 -0.7679060E-01 -0.1223642E-04
 -0.9295326E-01 -0.1412925E-04
 -0.1091795E+00 -0.1606560E-04
 -0.1251232E+00 -0.1799874E-04
 -0.1411164E+00 -0.1998435E-04
 -0.1553852E+00 -0.2166868E-04
 -0.1689390E+00 -0.2328362E-04
 -0.1828880E+00 -0.2502632E-04
 -0.1947171E+00 -0.2640525E-04
 -0.2057658E+00 -0.2771495E-04
 -0.2174314E+00 -0.2920746E-04
 -0.2265084E+00 -0.3025330E-04
 -0.2346688E+00 -0.3121825E-04
 -0.2436042E+00 -0.3240488E-04
 -0.2495719E+00 -0.3307480E-04
 -0.2544684E+00 -0.3364378E-04
 -0.2602314E+00 -0.3445607E-04
 -0.2627560E+00 -0.3470468E-04
 -0.2640818E+00 -0.3483248E-04
 -0.2663286E+00 -0.3521614E-04
 -0.2651843E+00 -0.3501147E-04
 -0.2628381E+00 -0.3468318E-04
 -0.2614739E+00 -0.3462302E-04
 -0.2567309E+00 -0.3397248E-04
 -0.2508478E+00 -0.3321124E-04
 -0.2459865E+00 -0.3272145E-04
 -0.2378808E+00 -0.3166646E-04
 -0.2287598E+00 -0.3051479E-04
 -0.2206454E+00 -0.2962569E-04
 -0.2095671E+00 -0.2822053E-04
 -0.1976423E+00 -0.2674130E-04
 -0.1866914E+00 -0.2550706E-04
 -0.1731480E+00 -0.2382375E-04
 -0.1589649E+00 -0.2209089E-04
 -0.1456642E+00 -0.2057363E-04
 -0.1302496E+00 -0.1868941E-04
 -0.1144051E+00 -0.1677690E-04
 -0.9930775E-01 -0.1504064E-04
 -0.8265191E-01 -0.1303547E-04
 -0.6576333E-01 -0.1101822E-04
 -0.4944023E-01 -0.9127973E-05
 -0.3217307E-01 -0.7074597E-05
 -0.1485790E-01 -0.5022335E-05
  0.2108048E-02 -0.3037472E-05
  0.1936221E-01 -0.1004548E-05
  0.3650565E-01  0.1021093E-05
  0.5351330E-01  0.3033050E-05
  0.7016008E-01  0.4983945E-05
  0.8650621E-01  0.6914429E-05
  0.1029199E+00  0.8882089E-05
  0.1183699E+00  0.1068509E-04
  0.1333758E+00  0.1246279E-04
  0.1486658E+00  0.1433271E-04
  0.1623518E+00  0.1592675E-04
  0.1754535E+00  0.1748723E-04
  0.1890570E+00  0.1919585E-04
  0.2004867E+00  0.2052340E-04
  0.2111200E+00  0.2179498E-04
  0.2223894E+00  0.2324835E-04
  0.2310062E+00  0.2423858E-04
