Nb de periode :    10
 0.1000
  0.248815E+04  0.389688E+00  0.642823E+00 -0.314209E+00 -0.929058E+03  0.494260E-01
  0.454097E+00  0.248918E+04 -0.143077E+01  0.928927E+03  0.378558E+00 -0.368941E-01
  0.768273E+00  0.744145E+00  0.621952E+04 -0.476202E+00  0.303336E+00  0.107634E-01
  0.103644E+00  0.952116E+03 -0.693681E+00  0.392992E+04  0.392259E-01  0.195944E-01
 -0.951031E+03 -0.526485E-01 -0.472674E+00  0.271896E-01  0.393072E+04  0.108217E-01
  0.652533E-01 -0.260662E-01  0.144758E+00  0.115842E-01  0.235384E-01  0.187598E-02
 0.2000
  0.249402E+04  0.385951E+00  0.647421E+00 -0.313115E+00 -0.934072E+03  0.494671E-01
  0.449657E+00  0.249504E+04 -0.144455E+01  0.933950E+03  0.373596E+00 -0.369583E-01
  0.769115E+00  0.745972E+00  0.628059E+04 -0.463317E+00  0.291957E+00  0.105127E-01
  0.102659E+00  0.957117E+03 -0.694564E+00  0.393181E+04  0.326538E-01  0.196643E-01
 -0.956017E+03 -0.576978E-01 -0.492542E+00  0.250362E-01  0.393261E+04  0.106885E-01
  0.653355E-01 -0.261126E-01  0.146217E+00  0.116773E-01  0.233695E-01  0.187063E-02
 0.3000
  0.250399E+04  0.387333E+00  0.644782E+00 -0.321388E+00 -0.931983E+03  0.495518E-01
  0.452727E+00  0.250503E+04 -0.148614E+01  0.931864E+03  0.383559E+00 -0.374119E-01
  0.750049E+00  0.725157E+00  0.636752E+04 -0.497671E+00  0.304258E+00  0.121672E-01
  0.943155E-01  0.955966E+03 -0.727318E+00  0.393099E+04  0.503567E-01  0.192439E-01
 -0.954868E+03 -0.422264E-01 -0.491137E+00  0.371696E-01  0.393181E+04  0.108441E-01
  0.652628E-01 -0.265619E-01  0.148870E+00  0.114807E-01  0.232508E-01  0.187780E-02
 0.4000
  0.250936E+04  0.387458E+00  0.651409E+00 -0.300371E+00 -0.929937E+03  0.496812E-01
  0.455353E+00  0.251039E+04 -0.149643E+01  0.929821E+03  0.375463E+00 -0.376217E-01
  0.771656E+00  0.747569E+00  0.644518E+04 -0.459293E+00  0.279842E+00  0.111406E-01
  0.124545E+00  0.954786E+03 -0.712970E+00  0.393112E+04  0.388507E-01  0.195945E-01
 -0.953680E+03 -0.550321E-01 -0.513529E+00  0.151041E-01  0.393192E+04  0.107269E-01
  0.654851E-01 -0.267701E-01  0.150135E+00  0.118392E-01  0.232230E-01  0.185665E-02
 0.5000
  0.251559E+04  0.395143E+00  0.642522E+00 -0.311154E+00 -0.927193E+03  0.497950E-01
  0.462197E+00  0.251662E+04 -0.153024E+01  0.927079E+03  0.375592E+00 -0.378977E-01
  0.777123E+00  0.753147E+00  0.650533E+04 -0.468557E+00  0.288326E+00  0.108044E-01
  0.115190E+00  0.952082E+03 -0.729658E+00  0.393319E+04  0.389330E-01  0.196663E-01
 -0.950972E+03 -0.634405E-01 -0.515186E+00  0.255986E-01  0.393400E+04  0.107922E-01
  0.656763E-01 -0.269986E-01  0.151453E+00  0.119055E-01  0.233019E-01  0.185611E-02
 0.6000
  0.252346E+04  0.399428E+00  0.625408E+00 -0.328522E+00 -0.923104E+03  0.499948E-01
  0.465183E+00  0.252452E+04 -0.157008E+01  0.922973E+03  0.389338E+00 -0.381875E-01
  0.747667E+00  0.731751E+00  0.654233E+04 -0.502174E+00  0.310581E+00  0.105273E-01
  0.958798E-01  0.947471E+03 -0.759567E+00  0.393648E+04  0.521149E-01  0.196801E-01
 -0.946361E+03 -0.446367E-01 -0.499135E+00  0.385246E-01  0.393730E+04  0.109425E-01
  0.660060E-01 -0.271135E-01  0.152676E+00  0.118223E-01  0.234993E-01  0.187698E-02
 0.7000
  0.253329E+04  0.407023E+00  0.635635E+00 -0.318795E+00 -0.919444E+03  0.507741E-01
  0.473577E+00  0.253435E+04 -0.157128E+01  0.919305E+03  0.389210E+00 -0.381292E-01
  0.760106E+00  0.750551E+00  0.655585E+04 -0.488025E+00  0.294957E+00  0.797409E-02
  0.116720E+00  0.943509E+03 -0.751858E+00  0.393914E+04  0.484330E-01  0.201423E-01
 -0.942386E+03 -0.491195E-01 -0.507165E+00  0.264357E-01  0.393998E+04  0.109046E-01
  0.673400E-01 -0.266893E-01  0.153458E+00  0.117703E-01  0.240909E-01  0.186550E-02
 0.8000
  0.254595E+04  0.406818E+00  0.627404E+00 -0.308641E+00 -0.915088E+03  0.506251E-01
  0.475616E+00  0.254701E+04 -0.156525E+01  0.914951E+03  0.382937E+00 -0.389642E-01
  0.768204E+00  0.764938E+00  0.653343E+04 -0.465510E+00  0.282865E+00  0.909036E-02
  0.130954E+00  0.940883E+03 -0.738725E+00  0.393838E+04  0.387421E-01  0.200334E-01
 -0.939751E+03 -0.587334E-01 -0.514938E+00  0.127907E-01  0.393920E+04  0.112370E-01
  0.671088E-01 -0.276358E-01  0.152190E+00  0.120738E-01  0.240773E-01  0.185753E-02
 0.9000
  0.255977E+04  0.407893E+00  0.610532E+00 -0.323222E+00 -0.908713E+03  0.514002E-01
  0.500273E+00  0.256085E+04 -0.157832E+01  0.908584E+03  0.392650E+00 -0.390410E-01
  0.763503E+00  0.766555E+00  0.647573E+04 -0.481843E+00  0.314193E+00  0.589050E-02
