 -0.9909838E+00  0.1182793E-01
 -0.9817315E+00  0.1174939E-01
 -0.9939193E+00  0.1196106E-01
 -0.9959999E+00  0.1206590E-01
 -0.9995371E+00  0.1219250E-01
 -0.1000851E+01  0.1229971E-01
 -0.9668442E+00  0.1200513E-01
 -0.9774299E+00  0.1223799E-01
 -0.9804359E+00  0.1233466E-01
 -0.1018605E+01  0.1284018E-01
 -0.1248267E+01  0.1558789E-01
 -0.1244623E+01  0.1554495E-01
 -0.1243825E+01  0.1553642E-01
 -0.1243785E+01  0.1553603E-01
 -0.1243770E+01  0.1553486E-01
 -0.1244179E+01  0.1554087E-01
 -0.1243233E+01  0.1552970E-01
 -0.1240299E+01  0.1549407E-01
 -0.1239040E+01  0.1548022E-01
 -0.1239264E+01  0.1548277E-01
 -0.1237709E+01  0.1546338E-01
 -0.1237189E+01  0.1545827E-01
 -0.1237755E+01  0.1546486E-01
 -0.1236369E+01  0.1544747E-01
 -0.1235922E+01  0.1544321E-01
 -0.1236565E+01  0.1545079E-01
 -0.1235249E+01  0.1543418E-01
 -0.1234845E+01  0.1543038E-01
 -0.1235572E+01  0.1543898E-01
 -0.1234396E+01  0.1542406E-01
 -0.1234111E+01  0.1542175E-01
 -0.1234960E+01  0.1543178E-01
 -0.1233949E+01  0.1541881E-01
 -0.1233822E+01  0.1541839E-01
 -0.1234812E+01  0.1543003E-01
 -0.1233935E+01  0.1541866E-01
 -0.1233942E+01  0.1541978E-01
 -0.1235073E+01  0.1543313E-01
 -0.1234337E+01  0.1542344E-01
 -0.1234493E+01  0.1542629E-01
 -0.1235767E+01  0.1544133E-01
 -0.1235150E+01  0.1543303E-01
 -0.1235412E+01  0.1543720E-01
 -0.1236783E+01  0.1545335E-01
 -0.1236209E+01  0.1544558E-01
 -0.1236543E+01  0.1545057E-01
 -0.1237934E+01  0.1546703E-01
 -0.1237355E+01  0.1545922E-01
 -0.1237677E+01  0.1546403E-01
 -0.1239027E+01  0.1547994E-01
 -0.1238371E+01  0.1547128E-01
 -0.1238613E+01  0.1547522E-01
 -0.1239865E+01  0.1548991E-01
 -0.1239106E+01  0.1547996E-01
 -0.1239272E+01  0.1548296E-01
 -0.1240433E+01  0.1549659E-01
 -0.1239543E+01  0.1548514E-01
 -0.1239563E+01  0.1548640E-01
 -0.1240569E+01  0.1549824E-01
 -0.1239526E+01  0.1548496E-01
 -0.1239393E+01  0.1548439E-01
 -0.1240220E+01  0.1549406E-01
 -0.1239102E+01  0.1547994E-01
 -0.1238956E+01  0.1547919E-01
 -0.1239701E+01  0.1548795E-01
 -0.1238434E+01  0.1547197E-01
 -0.1238137E+01  0.1546951E-01
 -0.1238821E+01  0.1547753E-01
 -0.1237453E+01  0.1546034E-01
 -0.1236988E+01  0.1545584E-01
 -0.1237574E+01  0.1546272E-01
 -0.1236214E+01  0.1544568E-01
 -0.1235800E+01  0.1544175E-01
 -0.1236465E+01  0.1544959E-01
 -0.1235203E+01  0.1543371E-01
 -0.1234890E+01  0.1543100E-01
 -0.1235710E+01  0.1544070E-01
 -0.1234631E+01  0.1542699E-01
 -0.1234507E+01  0.1542657E-01
 -0.1235451E+01  0.1543796E-01
 -0.1234797E+01  0.1543045E-01
 -0.1239463E+01  0.1548608E-01
 -0.1243109E+01  0.1552590E-01
 -0.1243826E+01  0.1553348E-01
 -0.1244017E+01  0.1553546E-01
 -0.1244332E+01  0.1553909E-01
 -0.1244636E+01  0.1554271E-01
 -0.1244860E+01  0.1554530E-01
 -0.1245009E+01  0.1554705E-01
 -0.1245175E+01  0.1554902E-01
 -0.1245409E+01  0.1555183E-01
 -0.1245711E+01  0.1555538E-01
 -0.1246055E+01  0.1555945E-01
 -0.1246375E+01  0.1556326E-01
 -0.1246687E+01  0.1556692E-01
 -0.1247111E+01  0.1557188E-01
 -0.1247540E+01  0.1557701E-01
 -0.1247773E+01  0.1557974E-01
 -0.1247740E+01  0.1557924E-01
 -0.1247314E+01  0.1557360E-01
 -0.1242727E+01  0.1551899E-01
 -0.1239085E+01  0.1547786E-01
 -0.1240147E+01  0.1549127E-01
 -0.1243955E+01  0.1553629E-01
 -0.1251392E+01  0.1562395E-01
 -0.1015042E+01  0.1279635E-01
 -0.9757730E+00  0.1227542E-01
 -0.9727737E+00  0.1217467E-01
 -0.9767602E+00  0.1214936E-01
 -0.9775075E+00  0.1207963E-01
 -0.9796959E+00  0.1202630E-01
 -0.9819684E+00  0.1197578E-01
 -0.9823466E+00  0.1182186E-01
 -0.9724585E+00  0.1163507E-01
 -0.9917439E+00  0.1183489E-01
 -0.1001321E+01  0.1195102E-01
 -0.9818692E+00  0.1216352E-01
 -0.9911519E+00  0.1182930E-01
 -0.9931298E+00  0.1185540E-01
 -0.9943628E+00  0.1187153E-01
 -0.9949444E+00  0.1187915E-01
 -0.9951507E+00  0.1188168E-01
 -0.9949775E+00  0.1187929E-01
 -0.9946496E+00  0.1187505E-01
 -0.9944711E+00  0.1187282E-01
 -0.9944492E+00  0.1187227E-01
 -0.9943377E+00  0.1187073E-01
 -0.9942166E+00  0.1186901E-01
 -0.9941347E+00  0.1186785E-01
 -0.9941523E+00  0.1186803E-01
 -0.9942113E+00  0.1186868E-01
 -0.9943922E+00  0.1187088E-01
 -0.9946359E+00  0.1187384E-01
 -0.9948863E+00  0.1187705E-01
 -0.9950925E+00  0.1187969E-01
 -0.9951773E+00  0.1188073E-01
 -0.9950010E+00  0.1187849E-01
 -0.9947259E+00  0.1187514E-01
 -0.9947437E+00  0.1187555E-01
 -0.9947586E+00  0.1187572E-01
 -0.9943819E+00  0.1187086E-01
 -0.9935578E+00  0.1186051E-01
 -0.9923412E+00  0.1184558E-01
 -0.9732555E+00  0.1197807E-01
 -0.1011580E+01  0.1243368E-01
 -0.9827476E+00  0.1190914E-01
 -0.9940124E+00  0.1212189E-01
 -0.9972290E+00  0.1224869E-01
 -0.9766691E+00  0.1228987E-01
 -0.9896312E+00  0.1194804E-01
 -0.1015879E+01  0.1280681E-01
 -0.1016581E+01  0.1281551E-01
 -0.1015331E+01  0.1279989E-01
 -0.1015515E+01  0.1280234E-01
 -0.1015787E+01  0.1280572E-01
 -0.1014616E+01  0.1279099E-01
 -0.1013572E+01  0.1277792E-01
 -0.1012895E+01  0.1276958E-01
 -0.1012493E+01  0.1276449E-01
 -0.1012210E+01  0.1276094E-01
 -0.1011947E+01  0.1275769E-01
 -0.1011751E+01  0.1275526E-01
 -0.1011601E+01  0.1275333E-01
 -0.1011427E+01  0.1275120E-01
 -0.1011279E+01  0.1274934E-01
 -0.1011132E+01  0.1274750E-01
 -0.1010962E+01  0.1274541E-01
 -0.1010873E+01  0.1274425E-01
 -0.1010824E+01  0.1274359E-01
 -0.1010735E+01  0.1274250E-01
 -0.1010725E+01  0.1274236E-01
 -0.1010763E+01  0.1274275E-01
 -0.1010738E+01  0.1274252E-01
 -0.1010779E+01  0.1274297E-01
 -0.1010839E+01  0.1274370E-01
 -0.1010828E+01  0.1274367E-01
 -0.1010889E+01  0.1274436E-01
 -0.1010979E+01  0.1274546E-01
 -0.1011030E+01  0.1274615E-01
 -0.1011114E+01  0.1274719E-01
 -0.1011257E+01  0.1274893E-01
 -0.1011349E+01  0.1275016E-01
 -0.1011491E+01  0.1275193E-01
 -0.1011653E+01  0.1275393E-01
 -0.1011753E+01  0.1275528E-01
 -0.1011908E+01  0.1275713E-01
 -0.1012056E+01  0.1275901E-01
 -0.1012137E+01  0.1276016E-01
 -0.1012255E+01  0.1276155E-01
 -0.1012370E+01  0.1276295E-01
 -0.1012412E+01  0.1276355E-01
 -0.1012463E+01  0.1276416E-01
 -0.1012545E+01  0.1276522E-01
 -0.1012604E+01  0.1276603E-01
 -0.1012694E+01  0.1276707E-01
 -0.1012749E+01  0.1276780E-01
 -0.1012724E+01  0.1276755E-01
 -0.1012719E+01  0.1276742E-01
 -0.1012706E+01  0.1276728E-01
 -0.1012616E+01  0.1276621E-01
 -0.1012556E+01  0.1276543E-01
 -0.1012588E+01  0.1276579E-01
 -0.1012576E+01  0.1276571E-01
 -0.1012515E+01  0.1276492E-01
 -0.1012456E+01  0.1276411E-01
 -0.1012372E+01  0.1276312E-01
 -0.1012234E+01  0.1276134E-01
 -0.1012073E+01  0.1275932E-01
 -0.1011877E+01  0.1275692E-01
 -0.1011719E+01  0.1275490E-01
 -0.1011597E+01  0.1275333E-01
 -0.1011457E+01  0.1275162E-01
 -0.1011357E+01  0.1275033E-01
 -0.1011286E+01  0.1274941E-01
 -0.1011208E+01  0.1274846E-01
 -0.1011214E+01  0.1274837E-01
 -0.1011220E+01  0.1274836E-01
 -0.1011213E+01  0.1274833E-01
 -0.1011314E+01  0.1274944E-01
 -0.1011675E+01  0.1275370E-01
 -0.1012474E+01  0.1276300E-01
 -0.1013276E+01  0.1277218E-01
 -0.1013723E+01  0.1277737E-01
 -0.1013998E+01  0.1278063E-01
 -0.1014208E+01  0.1278323E-01
 -0.1014287E+01  0.1278420E-01
 -0.1014269E+01  0.1278400E-01
 -0.1014237E+01  0.1278360E-01
 -0.1014234E+01  0.1278354E-01
 -0.1014296E+01  0.1278427E-01
 -0.1014392E+01  0.1278553E-01
 -0.1014505E+01  0.1278691E-01
 -0.1014601E+01  0.1278810E-01
 -0.1014709E+01  0.1278951E-01
 -0.1014921E+01  0.1279224E-01
 -0.1015123E+01  0.1279477E-01
 -0.1015147E+01  0.1279510E-01
 -0.1014921E+01  0.1279245E-01
 -0.1014354E+01  0.1278570E-01
 -0.1013361E+01  0.1277402E-01
 -0.1012595E+01  0.1276527E-01
 -0.1012573E+01  0.1276537E-01
 -0.1013550E+01  0.1277762E-01
 -0.9765693E+00  0.1228352E-01
 -0.9682043E+00  0.1158016E-01
 -0.9742454E+00  0.1219023E-01
 -0.9794388E+00  0.1217878E-01
 -0.9836475E+00  0.1215082E-01
 -0.9864293E+00  0.1210461E-01
 -0.9892224E+00  0.1205897E-01
 -0.9762585E+00  0.1167284E-01
 -0.9815764E+00  0.1180184E-01
 -0.9771035E+00  0.1168202E-01
 -0.9970313E+00  0.1208466E-01
 -0.9759411E+00  0.1167398E-01
 -0.9773033E+00  0.1168388E-01
 -0.9769524E+00  0.1167906E-01
 -0.9766248E+00  0.1167501E-01
 -0.9769271E+00  0.1167986E-01
 -0.9772012E+00  0.1168365E-01
 -0.9770149E+00  0.1168078E-01
 -0.9769883E+00  0.1168036E-01
 -0.9769313E+00  0.1167968E-01
 -0.9769495E+00  0.1168024E-01
 -0.9770309E+00  0.1168147E-01
 -0.9769921E+00  0.1168064E-01
 -0.9770021E+00  0.1168029E-01
 -0.9769875E+00  0.1167955E-01
 -0.9770083E+00  0.1167928E-01
 -0.9770573E+00  0.1167947E-01
 -0.9769661E+00  0.1167810E-01
 -0.9766636E+00  0.1167481E-01
 -0.9768634E+00  0.1167857E-01
 -0.9774225E+00  0.1168628E-01
 -0.9771952E+00  0.1168256E-01
 -0.9769188E+00  0.1167937E-01
 -0.9770073E+00  0.1168253E-01
 -0.9803363E+00  0.1172986E-01
 -0.9691389E+00  0.1214831E-01
 -0.1007189E+01  0.1244831E-01
 -0.9978518E+00  0.1206836E-01
 -0.1018132E+01  0.1257823E-01
 -0.9794405E+00  0.1223577E-01
 -0.9990375E+00  0.1217932E-01
 -0.9769930E+00  0.1229293E-01
 -0.9900016E+00  0.1199488E-01
 -0.9784954E+00  0.1230856E-01
 -0.9776785E+00  0.1229708E-01
 -0.9773415E+00  0.1229209E-01
 -0.9772642E+00  0.1229041E-01
 -0.9771145E+00  0.1228819E-01
 -0.9769885E+00  0.1228644E-01
 -0.9769222E+00  0.1228552E-01
 -0.9768524E+00  0.1228454E-01
 -0.9768353E+00  0.1228425E-01
 -0.9767535E+00  0.1228310E-01
 -0.9766439E+00  0.1228155E-01
 -0.9765821E+00  0.1228068E-01
 -0.9765305E+00  0.1227997E-01
 -0.9765415E+00  0.1227988E-01
 -0.9766589E+00  0.1228104E-01
 -0.9767076E+00  0.1228161E-01
