
      0   1536   1508      1
    1  0.5022845E+00 -0.5262607E-01 -0.6751526E+00  0.5013536E+00 -0.5333427E-01 -0.8635972E+00  0.1024392E-01
    1  0.5867525E+00 -0.6389132E-01 -0.6254215E+00  0.5011610E+00 -0.5420287E-01 -0.8636549E+00  0.1299358E-01
    1  0.6720065E+00 -0.6705606E-01 -0.5759644E+00  0.4962301E+00 -0.4997779E-01 -0.8667513E+00  0.1327921E-01
    1  0.7584085E+00 -0.6881006E-01 -0.5262492E+00  0.4999342E+00 -0.4550950E-01 -0.8648669E+00  0.1371905E-01
    1  0.8451659E+00 -0.7727571E-01 -0.4755614E+00  0.5018908E+00 -0.4563659E-01 -0.8637261E+00  0.1566237E-01
    1  0.9357060E+00 -0.9402408E-01 -0.4218869E+00  0.5043330E+00 -0.4892166E-01 -0.8621223E+00  0.1988108E-01
    1  0.3414494E+00  0.1021254E+01 -0.3450738E+00  0.1609903E+00  0.4806449E+00 -0.8620108E+00  0.1918930E-02
    1  0.1201361E+01 -0.4799395E-01 -0.2719741E+00  0.5009181E+00 -0.2057937E-01 -0.8652500E+00  0.9087741E-02
    1  0.1283266E+01 -0.4927398E-01 -0.2245249E+00  0.5009533E+00 -0.1943006E-01 -0.8652562E+00  0.9650283E-02
    1  0.1368041E+01 -0.4991972E-01 -0.1754277E+00  0.5009829E+00 -0.1834035E-01 -0.8652628E+00  0.9909146E-02
    1  0.1454500E+01 -0.5009011E-01 -0.1253678E+00  0.5009229E+00 -0.1719147E-01 -0.8653211E+00  0.1008270E-01
    1  0.1447231E+01 -0.1489842E+00 -0.1256970E+00  0.4987173E+00 -0.5136286E-01 -0.8652416E+00  0.1013899E-01
    1  0.1433697E+01 -0.2465272E+00 -0.1257966E+00  0.4942233E+00 -0.8499289E-01 -0.8651702E+00  0.1011084E-01
    1  0.1413743E+01 -0.3421413E+00 -0.1259135E+00  0.4874791E+00 -0.1180002E+00 -0.8651242E+00  0.1011672E-01
    1  0.1388004E+01 -0.4356156E+00 -0.1258062E+00  0.4786389E+00 -0.1502513E+00 -0.8650604E+00  0.1002228E-01
    1  0.1356088E+01 -0.5267910E+00 -0.1257760E+00  0.4676572E+00 -0.1816619E+00 -0.8650408E+00  0.9983430E-02
    1  0.1317906E+01 -0.6153167E+00 -0.1259741E+00  0.4545955E+00 -0.2122353E+00 -0.8650429E+00  0.1005853E-01
    1  0.1274013E+01 -0.7010473E+00 -0.1261579E+00  0.4395581E+00 -0.2418701E+00 -0.8650361E+00  0.1012394E-01
    1  0.1224702E+01 -0.7836522E+00 -0.1262726E+00  0.4226125E+00 -0.2704171E+00 -0.8650279E+00  0.1016114E-01
    1  0.1170146E+01 -0.8627830E+00 -0.1263470E+00  0.4038276E+00 -0.2977553E+00 -0.8650231E+00  0.1018553E-01
    1  0.1110543E+01 -0.9381189E+00 -0.1263998E+00  0.3832849E+00 -0.3237781E+00 -0.8650205E+00  0.1020356E-01
    1  0.1046130E+01 -0.1009344E+01 -0.1264418E+00  0.3610742E+00 -0.3483796E+00 -0.8650185E+00  0.1021802E-01
    1  0.9771727E+00 -0.1076150E+01 -0.1264808E+00  0.3372898E+00 -0.3714568E+00 -0.8650176E+00  0.1023227E-01
    1  0.9039629E+00 -0.1138255E+01 -0.1265187E+00  0.3120339E+00 -0.3929113E+00 -0.8650177E+00  0.1024704E-01
    1  0.8268158E+00 -0.1195396E+01 -0.1265537E+00  0.2854148E+00 -0.4126523E+00 -0.8650181E+00  0.1026105E-01
    1  0.7460641E+00 -0.1247326E+01 -0.1265862E+00  0.2575487E+00 -0.4305944E+00 -0.8650185E+00  0.1027391E-01
    1  0.6620556E+00 -0.1293810E+01 -0.1266197E+00  0.2285562E+00 -0.4466587E+00 -0.8650191E+00  0.1028736E-01
    1  0.5751592E+00 -0.1334651E+01 -0.1266518E+00  0.1985644E+00 -0.4607746E+00 -0.8650196E+00  0.1030036E-01
    1  0.4857542E+00 -0.1369672E+01 -0.1266796E+00  0.1677026E+00 -0.4728805E+00 -0.8650202E+00  0.1031161E-01
    1  0.3942273E+00 -0.1398720E+01 -0.1267044E+00  0.1361062E+00 -0.4829224E+00 -0.8650209E+00  0.1032202E-01
    1  0.3009718E+00 -0.1421667E+01 -0.1267268E+00  0.1039105E+00 -0.4908561E+00 -0.8650219E+00  0.1033171E-01
    1  0.2063946E+00 -0.1438413E+01 -0.1267444E+00  0.7125630E-01 -0.4966461E+00 -0.8650233E+00  0.1033982E-01
    1  0.1109045E+00 -0.1448889E+01 -0.1267545E+00  0.3828589E-01 -0.5002671E+00 -0.8650243E+00  0.1034503E-01
    1  0.1491434E-01 -0.1453040E+01 -0.1267605E+00  0.5141629E-02 -0.5017017E+00 -0.8650254E+00  0.1034858E-01
    1 -0.8115494E-01 -0.1450846E+01 -0.1267619E+00 -0.2802988E-01 -0.5009423E+00 -0.8650266E+00  0.1035047E-01
    1 -0.1768849E+00 -0.1442317E+01 -0.1267566E+00 -0.6108303E-01 -0.4979921E+00 -0.8650276E+00  0.1034953E-01
    1 -0.2718581E+00 -0.1427482E+01 -0.1267478E+00 -0.9387405E-01 -0.4928621E+00 -0.8650286E+00  0.1034727E-01
    1 -0.3656583E+00 -0.1406403E+01 -0.1267351E+00 -0.1262585E+00 -0.4855742E+00 -0.8650298E+00  0.1034363E-01
    1 -0.4578768E+00 -0.1379173E+01 -0.1267164E+00 -0.1580947E+00 -0.4761595E+00 -0.8650307E+00  0.1033749E-01
    1 -0.5481092E+00 -0.1345903E+01 -0.1266945E+00 -0.1892420E+00 -0.4646586E+00 -0.8650317E+00  0.1033009E-01
    1 -0.6359583E+00 -0.1306737E+01 -0.1266695E+00 -0.2195649E+00 -0.4511208E+00 -0.8650326E+00  0.1032150E-01
    1 -0.7210404E+00 -0.1261846E+01 -0.1266398E+00 -0.2489278E+00 -0.4356051E+00 -0.8650336E+00  0.1031091E-01
    1 -0.8029788E+00 -0.1211419E+01 -0.1266084E+00 -0.2772033E+00 -0.4181792E+00 -0.8650344E+00  0.1029954E-01
    1 -0.8814116E+00 -0.1155678E+01 -0.1265754E+00 -0.3042660E+00 -0.3989195E+00 -0.8650349E+00  0.1028752E-01
    1 -0.9559947E+00 -0.1094866E+01 -0.1265400E+00 -0.3299960E+00 -0.3779104E+00 -0.8650355E+00  0.1027427E-01
    1 -0.1026396E+01 -0.1029246E+01 -0.1265045E+00 -0.3542811E+00 -0.3552433E+00 -0.8650359E+00  0.1026087E-01
    1 -0.1092304E+01 -0.9591075E+00 -0.1264690E+00 -0.3770128E+00 -0.3310195E+00 -0.8650360E+00  0.1024736E-01
    1 -0.1153429E+01 -0.8847585E+00 -0.1264333E+00 -0.3980921E+00 -0.3053447E+00 -0.8650360E+00  0.1023348E-01
    1 -0.1209499E+01 -0.8065245E+00 -0.1263992E+00 -0.4174257E+00 -0.2783323E+00 -0.8650358E+00  0.1022009E-01
    1 -0.1260265E+01 -0.7247517E+00 -0.1263670E+00 -0.4349286E+00 -0.2501017E+00 -0.8650354E+00  0.1020726E-01
    1 -0.1305504E+01 -0.6398010E+00 -0.1263365E+00 -0.4505246E+00 -0.2207769E+00 -0.8650348E+00  0.1019481E-01
    1 -0.1345017E+01 -0.5520464E+00 -0.1263090E+00 -0.4641447E+00 -0.1904882E+00 -0.8650340E+00  0.1018344E-01
    1 -0.1378629E+01 -0.4618776E+00 -0.1262850E+00 -0.4757302E+00 -0.1593686E+00 -0.8650331E+00  0.1017306E-01
    1 -0.1406193E+01 -0.3696951E+00 -0.1262641E+00 -0.4852305E+00 -0.1275574E+00 -0.8650320E+00  0.1016363E-01
    1 -0.1427594E+01 -0.2759031E+00 -0.1262456E+00 -0.4926049E+00 -0.9519086E-01 -0.8650312E+00  0.1015578E-01
    1 -0.1442738E+01 -0.1809047E+00 -0.1262313E+00 -0.4978216E+00 -0.6241102E-01 -0.8650309E+00  0.1014955E-01
    1 -0.1451556E+01 -0.8512128E-01 -0.1262234E+00 -0.5008604E+00 -0.2936120E-01 -0.8650300E+00  0.1014540E-01
    1 -0.1454015E+01  0.1101925E-01 -0.1262197E+00 -0.5017080E+00  0.3811389E-02 -0.8650286E+00  0.1014247E-01
    1 -0.1450107E+01  0.1070918E+00 -0.1262200E+00 -0.5003621E+00  0.3696023E-01 -0.8650270E+00  0.1014093E-01
    1 -0.1439855E+01  0.2026747E+00 -0.1262240E+00 -0.4968291E+00  0.6994142E-01 -0.8650255E+00  0.1014096E-01
    1 -0.1423305E+01  0.2973528E+00 -0.1262331E+00 -0.4911253E+00  0.1026109E+00 -0.8650243E+00  0.1014308E-01
    1 -0.1400530E+01  0.3907118E+00 -0.1262479E+00 -0.4832771E+00  0.1348275E+00 -0.8650230E+00  0.1014764E-01
    1 -0.1371656E+01  0.4823400E+00 -0.1262576E+00 -0.4733220E+00  0.1664489E+00 -0.8650208E+00  0.1014980E-01
    1 -0.1336801E+01  0.5718445E+00 -0.1262675E+00 -0.4613030E+00  0.1973362E+00 -0.8650190E+00  0.1015168E-01
