Nb de periode :    30
 0.1000
  0.745878E+07 -0.270081E-01 -0.506480E+04  0.416260E+00  0.118789E+08 -0.276566E-03
  0.157166E-01  0.745545E+07 -0.254669E+00 -0.118390E+08 -0.366211E-02 -0.189929E+02
  0.233056E+04  0.737610E+00  0.388736E+08 -0.318672E+03  0.200296E+05  0.596046E-06
 -0.489807E-01 -0.113919E+08  0.635742E+01  0.209885E+10 -0.390625E+00  0.552248E+02
  0.113023E+08  0.317383E-01  0.121064E+06  0.468750E+00  0.209813E+10  0.874698E-04
  0.294670E-04 -0.189189E+02 -0.921427E-06  0.578593E+02 -0.281818E-03  0.206721E+01
 0.2000
  0.775233E+07  0.215149E-01 -0.510977E+04  0.610352E-02  0.129521E+08  0.545382E-04
 -0.411987E-02  0.774878E+07  0.143417E+01 -0.129114E+08 -0.732422E-02 -0.195961E+02
  0.235260E+04  0.299408E+01  0.385240E+08 -0.261699E+03  0.201705E+05 -0.250340E-04
  0.136108E+00 -0.123419E+08  0.104438E+03  0.210306E+10  0.562500E+01  0.574104E+02
  0.122481E+08 -0.473022E-02  0.120368E+06 -0.312500E+00  0.210232E+10  0.962615E-04
  0.167079E-03 -0.195099E+02  0.137440E-04  0.603748E+02 -0.134772E-03  0.206730E+01
 0.3000
  0.831739E+07 -0.956217E-02 -0.486431E+04  0.237630E+00  0.151849E+08  0.242194E-03
 -0.113932E-01  0.831350E+07 -0.924174E+00 -0.151418E+08 -0.133464E+00 -0.208027E+02
  0.252114E+04 -0.347290E+00  0.365372E+08 -0.213828E+03  0.207690E+05 -0.655651E-05
 -0.964355E-01 -0.147319E+08 -0.441276E+02  0.211766E+10 -0.177083E+01  0.634831E+02
  0.146313E+08  0.764974E-01  0.111043E+06 -0.104167E+01  0.211690E+10 -0.392199E-03
 -0.859300E-05 -0.207371E+02 -0.977966E-05  0.660482E+02 -0.324249E-03  0.206744E+01
 0.4000
  0.932199E+07 -0.610352E-02 -0.399896E+04 -0.479736E+00  0.184878E+08 -0.471771E-03
 -0.387573E-01  0.931717E+07 -0.861969E+00 -0.184397E+08 -0.161133E+00 -0.228081E+02
  0.285870E+04 -0.128113E+01  0.320766E+08 -0.637598E+02  0.224855E+05  0.968575E-05
  0.711060E-01 -0.178747E+08 -0.394385E+02  0.212993E+10  0.546875E+00  0.704901E+02
  0.177605E+08 -0.463867E-01  0.868803E+05  0.265625E+01  0.212914E+10 -0.329614E-03
 -0.376254E-05 -0.227293E+02 -0.108557E-05  0.733711E+02 -0.670236E-03  0.206777E+01
 0.5000
  0.102819E+08  0.117188E-01 -0.289866E+04  0.226562E+00  0.199253E+08  0.309944E-04
 -0.456543E-01  0.102766E+08  0.346436E+00 -0.198758E+08  0.253906E-01 -0.242536E+02
  0.334088E+04  0.178381E+01  0.278814E+08 -0.245617E+03  0.236851E+05 -0.500679E-05
  0.507812E-01 -0.194897E+08  0.704688E+01  0.211994E+10  0.212500E+01  0.708855E+02
  0.193653E+08  0.390625E-02  0.633446E+05 -0.237500E+01  0.211914E+10  0.213146E-03
 -0.552535E-04 -0.241376E+02 -0.110697E-04  0.739370E+02  0.708863E-03  0.206870E+01
 0.6000
  0.102085E+08  0.183105E-01 -0.174584E+04  0.126953E+00  0.140781E+08  0.397364E-06
  0.345866E-02  0.102041E+08  0.625203E+00 -0.140358E+08 -0.162760E-02 -0.225814E+02
  0.338200E+04  0.284424E+00  0.249780E+08 -0.179518E+03  0.229396E+05  0.516574E-05
 -0.130208E-01 -0.138121E+08  0.148503E+02  0.208876E+10 -0.416667E+00  0.559050E+02
  0.136926E+08  0.128174E-01  0.456426E+05 -0.572917E+01  0.208803E+10 -0.249147E-03
  0.471870E-05 -0.225156E+02  0.435083E-05  0.580582E+02 -0.471597E-03  0.206994E+01
 0.7000
  0.838311E+07 -0.383650E-02 -0.939248E+03 -0.592913E-01  0.239656E+07 -0.909397E-04
 -0.360979E-01  0.838134E+07 -0.138550E+01 -0.236646E+07 -0.143694E+00 -0.170430E+02
  0.275117E+04 -0.395639E+00  0.234209E+08  0.926339E+01  0.200386E+05 -0.168170E-05
  0.595529E-01 -0.229858E+07 -0.764007E+02  0.204494E+10  0.625000E+00  0.286611E+02
  0.221051E+07 -0.104893E+00  0.344627E+05  0.267857E+01  0.204434E+10  0.405312E-04
 -0.186861E-03 -0.169942E+02  0.680930E-05  0.308517E+02  0.452931E-03  0.207169E+01
 0.8000
  0.583522E+07  0.167847E-01 -0.633961E+03 -0.119019E-01 -0.723118E+07 -0.502169E-04
 -0.183105E-02  0.583531E+07  0.613975E-01  0.725302E+07 -0.274658E-01 -0.109485E+02
  0.163011E+04 -0.297976E-01  0.229284E+08  0.631348E+02  0.174364E+05  0.973232E-05
 -0.708008E-01  0.731180E+07  0.109600E+03  0.202037E+10 -0.117187E+01  0.120181E+02
 -0.736223E+07 -0.613403E-01  0.283028E+05 -0.937500E+00  0.201991E+10 -0.557303E-04
 -0.100322E-03 -0.109372E+02  0.977889E-06  0.139020E+02  0.888016E-03  0.207277E+01
 0.9000
  0.374078E+07  0.501845E-02 -0.643509E+03  0.599840E-01 -0.113912E+08 -0.104639E-03
  0.501845E-02  0.374150E+07 -0.775231E-01  0.114110E+08 -0.521851E-01 -0.694813E+01
  0.866981E+03  0.304362E+00  0.231315E+08 -0.283681E+02  0.170748E+05 -0.213583E-05
